Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,
2011,Gondia,India,21.4598,80.195,Facility-Infrastructure Attack,Police,Police Security Forces/Officers,Police officers,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"09/22/2011: On Thursday, in Gondia, Maharashtra, India, militants of the Communist Party of India-Maoist (CPI-M) group opened fire on police forces during a police operation. Police were searching for members of the group once they received a tipoff from a police informant. Two CPI-M militants were suspected of being wounded. Police recovered 13 detonators and ten kilograms of explosives, a walkie talkie and Maoist literature. No group claimed responsibility for the attack; however it was suspected that the CPI-M group was responsible for the attack.",
2011,Jammu,India,32.726602,74.857026,Facility-Infrastructure Attack,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"09/23/2011: On Friday, on Satwari Belicharana road in Jammu, Jammu and Kashmir, India, suspected militants planted a timed improvised explosive device. The IED never detonated. Police forces recovered the timed IED during a police operation. The timed IED composed of six capacitors and two packets of explosive power that weighed 500 grams each. No casualties were reported. No group claimed responsibility for the attempted bombing.",
2011,Thoubal,India,24.644924,93.99929,Facility-Infrastructure Attack,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Grenade,Unknown,"The specific motive for the attack is unknown; however, the attack took place at a private residence of a social activist, Paonam Brojen, who is preparing to contest the upcoming Assembly election.","09/23/2011: On Friday afternoon at 1700, in Wangjing Bazar, Thoubal, Manipur, India, a group of unknown militants tossed a grenade at a private residence of a social activist, Paonam Brojen, who is preparing to contest the upcoming Assembly election. The grenade failed to detonate resulting in no casualties or damages. No group claimed responsibility for the attack.",
2011,Nabarangpur,India,19.500132,82.301773,Facility-Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)","Jagabandhu Maihi, a government official, was targeted in the attack.",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"09/24/2011: On Saturday, in Gonahatapadar village, Nabarangpur, Odisha, India, a group of suspected Communist Party of India-Maoists (CPI-M) militants attacked and killed a Member of Legislative Assembly (MLA) identified as Jagabandhu Maihi and his security officer Prasanta Kumar Patra. No group claimed responsibility for the attack.",
2011,Binpur,India,22.577189,87.004942,Facility-Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,The secretary of Jharkhand Janamikti Morcha identified as Babu Bose,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"09/25/2011: On Sunday evening, in Binpur, Midnapore, West Bengal, India, suspected Communist Party of India-Maoist (CPI-M) militants were shot and killed the secretary of Jharkhand Janamikti Morcha identified as Babu Bose. Bose was talking to some people at Dohijuri market when two individuals arrived on a motorcycle, shot at him four times, and fled. No group claimed responsibility, but the police suspected that the CPI-M group was suspected.",
2011,Dantewada,India,18.9,81.35,Facility-Infrastructure Attack,Transportation,Train/Train Tracks/Trolley,Railway tracks,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"09/27/2011: On Tuesday, in Dantewada, Chhattisgarh, India, suspected Communist Party of India-Maoist (CPI-M) militants blew up a section of railway tracks. No casualties were reported and the attack caused an unknown amount of property damage. No group claimed responsibility for the attack.",
2011,Bokaro district,India,23.669296,86.151112,Facility-Infrastructure Attack,Military,Paramilitary,Commando Battalion for Resolute Action (CoBRA) soldiers,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"09/27/2011: On Tuesday, in Jhumra hills, Gomja block, Bokaro, Jharkhand, India, a group of suspected Communist Party of India-Maoists (CPI-M) militants ambushed a group of Commando Battalion for Resolute Action (CoBRA) soldiers. Two soldiers were killed and four others were wounded. No group claimed responsibility for the attack.",
2011,Chokpot,India,25.322531,90.420985,Facility-Infrastructure Attack,Police,Police Patrol (including vehicles and convoys),A police patrol,Explosives/Bombs/Dynamite,Unknown Explosive Type,Garo National Liberation Army,The specific motive for the attack is unknown.,"09/27/2011: On Tuesday, in South Garo Hills, Meghalaya, India, heavily armed Garo National Liberation Army (GNLA) militants ambushed a police patrol. The ambush led to a heavy exchange of fire, but no casualties were reported. Police were conducting a road opening and area dominance operation against militants when the incident occurred. While fleeing, the GNLA militants lobbed an improvised explosive device at police which failed to explode. No group claimed responsibility for the attack; however, the group was reportedly led by GNLA area commander Baichung Momin and his deputy Eudo Ch Momin (Cellopa).",
2011,Koraput,India,18.815236,82.712102,Facility-Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,A civilian and suspected police informer identified as Mishra Khosia,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"09/27/2011: On Tuesday night, in Koraput, Odisha, India, Communist Party of India-Maoist (CPI-Maoist) militants killed a civilian. The victim was identified as Mishra Khosia, and he was found lying in a pool of blood with his throat slit. The victim was a suspected police informer. The militants also set fire to two four-wheelers resulting in no additional casualties and no damages. CPI-Maoists left a letter near the body claiming responsibility for the attack and warning other police informers that they would meet a similar fate.",
2011,Vishakhapatnam,India,17.694295,83.227415,Facility-Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)",A forest ranger,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the forest rangers were warned against working on coffee plantations.,"09/28/2011: On Wednesday, in Vishakhapatnam, Andhra Pradesh, India, suspected Communist Party of India-Maoists (CPI-Maoist) shot and killed a forest ranger working for the Andhra Pradesh Forest Development Corporation (APFDC). The victim was identified as Majji Madhava Rao. All APFDC officers and men had also received warnings from the Maoists in the past not to take up work on coffee plantations. No group claimed responsibility for the attack, but CPI-Maoists are suspected.",
2011,Srinagar,India,34.083658,74.797368,Facility-Infrastructure Attack,Police,Police Security Forces/Officers,A police head constable was targeted in the attack.,Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown.,"09/28/2011: On Wednesday afternoon, in Srinagar, Jammu and Kashmir, India, a police head constable, Ghulam Mohammad, was shot an killed by unidentified militants. No group claimed responsibility for the attack.",
2011,Bokaro,India,23.669296,86.151112,Facility-Infrastructure Attack,Military,Paramilitary,Commando Battalion for Resolute Action (CoBRA) troops,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"09/29/2011: On Thursday, in Bokaro, Jharkhand, India, suspected Communist Party of India-Maoist (CPI-Maoist) militants triggered a landmine blast targeting Commando Battalion for Resolute Action (CoBRA) and Central Reserve Police Force (CRPF) troopers. The blast caused an unknown amount of damage, but no casualties were reported. No group claimed responsibility for the attack.",
2011,Gamharia,India,24.457883,87.513617,Facility-Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,"The target was JVM-P leader, Naomi Mirdha.",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was to intimidate the Jharkhand Vikas Morcha-Prajatantric.,"10/01/2011: On Saturday, in Khunti District, Jharkhand, India, Naomi Mirdha, a Jharkhand Vikas MorchaﾖPrajatantric (JVM-P) leader, was dragged out of his house at Gamaria village, and shot and killed by Communist Party of India - Maoist (CPI-Maoist) militants. The CPI-M claimed responsibility for the attack through a note left behind at the scene.",
