Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,
2009,Srinagar,India,34.140401,74.824394,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Citizens of the Lal Bazaar area,Explosives/Bombs/Dynamite,Other Explosive Type,Hizbul Mujahideen (HM),The specific motive for the attack is unknown.,"06/19/2009: On Friday, in Lal Bazaar area, Srinagar, Jammu and Kashmir, India, a former militant of the Hizb-ul-Mujahideen, Firdous Ali Dar, was killed while two of his accomplices, Riyaz Ahmadd Bhat and Ghulam Mohammad Ganaie, were injured when an improvised explosive device they had allegedly fabricated exploded in the Lal Bazaar area. Three grenades, one IED, 100 rounds of AK 47, one mobile phone and some burnt Indian currency notes were recovered. The Police also recovered large quantity of crackers from the incident site. No group claimed responsibility.",,
2009,Lalgarh,India,22.586023,87.051109,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),A police officer's car,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/19/2009: On Friday, in Lalgarh, West Midnapore, West Bengal, India, an improvised explosive device was triggered by the Communist Party of India-Maoist cadres and hit the Domkal Sub Divisional Police Officer's car, injuring three officers.",,
2009,Srinagar,India,34.080329,74.82866,Bombing or Explosion,Tourists,Tour Bus/Van,A tourist bus,Explosives/Bombs/Dynamite,Grenade,Unknown,The specific motive for the attack is unknown.,"06/19/2009: On Friday evening at about 2100, in Dalgate, Srinagar, Jammu and Kashmir, India, assailants threw a grenade at a tourist bus but missed the target, killing one roadside vegetable vendor and wounding three civilians. No group claimed responsibility.",,
2009,Lohandiguda,India,19.15011,81.758193,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,"A village council president, Vimal Meshram,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/19/2009: On Friday, near Lohandiguda village, in Bastar, Chhattisgarh, India, assailants fired upon and killed a village council president, Vimal Meshram (42). No group claimed responsibility, but authorities believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
2009,Dantewada district,India,18.9,81.35,Bombing or Explosion,Police,Police Security Forces/Officers,Police officers,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/20/2009: On Saturday evening, in Tonagapal, Dantewada, Chhattisgarh, India, twelve Indian police officers were killed and twelve officers wounded when their vehicle went over a land mine planted by suspected Communist Party of India-Maoist rebels. Other police officers watching the attack, fired upon the rebels, leaving seven dead.",,
2009,Unknown,India,24.663717,93.906269,Bombing or Explosion,Terrorists/Non-State Militia,Non-State Militia,Militants,Unknown,0,Unknown,The specific motive for the attack is unknown.,"06/20/2009: On Saturday, in Manipur, India, ten unidentified militants were killed during an incidence of inter-factional fighting on the border between India and Myanmar. No group claimed responsibility",,
2009,Malkangiri district,India,18.364195,81.892418,Bombing or Explosion,Transportation,Bus (excluding tourists),A bus,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was for the reintroduction of bus service to Bejingwada area in the District.,"06/20/2009: On Saturday, in Beijingwada, Malkangiri District, Orissa, India, a bus was hijacked by about 20 Communist Party of India-Maoist militants. The bus was released, along with its occupants, the following day as the militants demand for reintroduction of bus service to Bejingwada area in the District was met.",,
2009,Kandhamal district,India,20.134204,84.016742,Bombing or Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,Village officials,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/20/2009: On Saturday, in Kudura Village, Kandhamal District, Orissa, India, four village officials were kidnapped by 15 Communist Party of India-Maoist militants. The status of the hostages is unknown. No group claimed responsibility.",,
2009,Bijapur,India,18.791667,80.816667,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)",A Water Resource Department officer,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/20/2009: On Saturday evening around 1800, in Bijapur, Chhattisgarh, India, armed assailants kidnapped the Chhattisgarh Water Resource Department sub-divisional officer and later fired upon and killed him the next day. No group claimed responsibility, but authorities believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
2009,Barabazar,India,23.02803,86.360486,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,A Communist Party of India-Marxist office,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/22/2009: On Monday, in Barabazar, Bhawanipur, Puruliya, West Bengal, India, assailants set fire to a Communist Party of India-Marxist (CPI-M) office, damaging the office but causing no injuries. No group claimed responsibility, but authorities believed the Communist Party of India (CPI-Maoist) was responsible.",,
2009,Khunti district,India,23.075278,85.278889,Bombing or Explosion,Private Citizens & Property,Vehicles/Transportation,The target was a truck filled with iron ore.,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/23/2009: On Tuesday, in Bhuiadih, Khunti, Jharkhand, India, about 10 suspected cadres of the Communist Party of India-Maoist (CPI-M) attacked a truck laden with iron ore and lit the truck on fire, but causing no casualties. The truck driver and his assistant were missing, but it was unknown if they escaped or were abducted by the rebels. No group has claimed responsibility, but the CPI-M were believed to be responsible.",,
2009,Unknown,India,20.951666,85.098524,Bombing or Explosion,Government (General),Government Building/Facility/Office,The target was the offices of a wildlife sanctuary.,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/23/2009: On Tuesday, in an unspecified location in Orissa, India, approximately 40 armed assailants attacked the offices of a wildlife sanctuary, taking the watch officer hostage; then set fire to three buildings, damaging all three buildings. Later, the hostage escaped. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility. This is one of three related attacks.",,
2009,Unknown,India,20.951666,85.098524,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)",The target was an anti-poaching staffer.,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/23/2009: On Tuesday, assailants assaulted and wounded a forest guard and an anti-poaching staffer and set fire to and destroyed documents at the Cherchaun forest office in an unspecified location in Orissa, India. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility. This is one of three related attacks.",,
2009,Unknown,India,20.951666,85.098524,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians.,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/23/2009: On Tuesday, assailants stopped two vehicles and forced the drivers to drive them to the Cherchaun forest office at an unspecified location in Orissa, India. Later, the assailants released the drivers. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility. This is one of three related attacks.",,
2009,Palamu district,India,24.128611,84.185712,Bombing or Explosion,Government (General),Government Building/Facility/Office,The target was a municipal-level self-government building.,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/23/2009: On Tuesday, in Chahapur Village, Palamu, Jharkhand, India, around 10 assailants detonated explosives on a municipal-level self-government building, damaging the building but causing no casualties. No group claimed responsibility, but authorities believed the Communist Party of India (CPI-Maoist) was responsible.",,
2009,Thikathiya,India,24.749905,84.370896,Bombing or Explosion,Private Citizens & Property,Museum/Cultural Center/Cultural House,A cultural center,Explosives/Bombs/Dynamite,Dynamite/TNT,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was the local contractor failing to pay levy taxes.,"06/23/2009: On Tuesday, in Thikathiya village in Aurangabad, Bihar, India, about 25 assailants exploded dynamite on a cultural center, destroying the building but causing no injuries. No group claimed responsibility, but authorities believed the Communist Party of India (CPI-Maoist) was responsible. Police said the extremists were demanding levy from the local contractor since long and when they failed to pay the same the Maoists blew up the centre.",,
2009,Kharati,India,24.730152,84.953731,Bombing or Explosion,Telecommunication,Telephone/Telegraph,A mobile phone tower,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/23/2009: On Tuesday at around 0000 midnight, in Kharati village, Gaya, Bihar, India, assailants detonated explosives on a mobile phone tower, damaging the tower but causing no injuries. No group claimed responsibility, but authorities believed the Communist Party of India (CPI-Maoist) was responsible.",,
2009,Lakhisarai,India,25.167773,86.094418,Bombing or Explosion,Police,Police Security Forces/Officers,A court room,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/23/2009: On Tuesday at about 1200 noon, in Lakhisarai, Bihar, India, approximately 30 assailants armed with bombs and guns ambushed a police team on court premises, killing one police officer, wounding a court official, and damaging the court premises. No group claimed responsibility, but authorities believed the Communist Party of India (CPI-Maoist) was responsible. Two suspected militants were detained by police after the attack.",,
