Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
2001,Srinagar,India,34.083658,74.797368,Armed Assault,Police,Police Security Forces/Officers,88 Battalion of the Central Reserve Police Force,Firearms,Unknown Gun Type,Lashkar-e-Taiba (LeT),Unknown,"03/26/2001: Three militants entered the 88 Battalion of the Central Reserve Police Force at Gomtibagh in Srinagar, India. The militants killed three Indian soldiers and injured 5 others in an attack in which they threw grenades and fired guns indiscriminately. The militant organization Lashkar-e Taiba claimed responsibility for the attack.",,,,
2001,Tendongyan,India,24.909554,93.875824,Armed Assault,Police,Police Patrol (including vehicles and convoys),15th Jat Regiment soldiers patrolling Ichum Lairembi,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"03/29/2001: Two Indian soldiers died and two others were seriously wounded when a bomb exploded in Ichum Lairembi, India. After the bomb exploded, militants began firing guns at the remaining troops of the 15th Jat regiment from positions in the Pheidinga Hills. Indian troops, returning fire, killed one militant. No group claimed responsibility for the attack.",,,,
2001,Watargam,India,34.319167,74.373056,Armed Assault,Military,Military Unit/Patrol/Convoy,"An Indian convoy on a highway outside of Srinagar, Jammu & Kashmir, India",Firearms,Unknown Gun Type,Lashkar-e-Taiba (LeT),"A spokesman for Lashkar-e Taiba said it had carried out the attacks in revenge for the gunning down of its Kashmir field commander, Salaudin Ayubi, one week prior.","04/03/2001: Islamic militants ambushed a police patrol on an unspecified highway in Rafiabad, 65 km north of Srinagar, India, killing one soldier and wounding five others. A Lashkar-e Taiba (LET) spokesman claimed responsibility for the attack, stating that the group had carried out the attack in revenge for the gunning down of its Kashmir field commander, Salaudin Ayubi, one week prior.",,,,
2001,Kandi,India,32.993612,74.681027,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Abdul Salam Magraya,Firearms,Unknown Gun Type,Militants,"Although the specific motive was unknown, the source notes that militants are thought to be responsible for several acts of violence in the area recently.","04/03/2001: Unidentified gunmen shot and killed Abdul Salam Magraya, a former range officer and current worker for the National Conference, in Kandi, Kupwara district, India.  No group claimed responsibility for the attack, although sources claimed militants were responsible.",,,,
2001,Baramulla district,India,34.205141,74.349494,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Indiscriminate civilians in Dalina, Kashmir",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"04/04/2001: Three people were killed when unidentified militants exploded a bomb in the Dalina village of the Baramula District, Jammu and Kashmir, India.",,,,
2001,Unknown,India,33.778175,76.576171,Armed Assault,Police,"Police Building (headquarters, station, school)",Police trainees at the Doda police camp in Kashmir,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/05/2001: Three soldiers from the Central Reserve Police Force were injured by unidentified militants in a grenade attack at the Doda police camp in Kashmir, India.",,,,
2001,Baramulla,India,34.205141,74.349494,Armed Assault,Police,Police Security Forces/Officers,"Security guards at the Bandipura Bazaar in Srinagar, Kashmir",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/06/2001: Unknown militants launched a grenade at a passing security vehicle at a Bandipura Bazaar in Srinagar, India. The grenade fell short of the target and exploded, injuring 16 pedestrians.",,,,
2001,New Delhi,India,28.632381,77.220004,Armed Assault,Government (General),Government Building/Facility/Office,"D.S.M. Sundaram, the Personal Assistant for Vikhe Patil, the Minister of Finance",Explosives/Bombs/Dynamite,Time Fuse,Students Islamic Movement of India (SIMI),"Although the specific motive for this incident was unknown, authorities suggested that the Students Islamic Movement of India (SIMI) or another group from the Kanpur area could be responsible, as there had been violence in that area.  Authorities also noted that, as the bomb did not detonate due to a weak battery, it seemed as if inexperienced individuals built and planted the bomb.","04/10/2001: Authorities defused a homemade explosive device left on an employee's scooter near the Ministry of Finance's second gate in New Delhi, India around 8:45pm.  No one was injured and no damage was done, as the batteries on the explosive had run down before the bomb could detonate.  No group claimed responsibility for the incident, although authorities suggested that the Students Islamic Movement of India (SIMI) could be behind planting the bomb.",,,,
2001,Srinagar,India,34.069832,74.809039,Armed Assault,Military,Military Unit/Patrol/Convoy,"Paramilitary units at a security bunker at Lal Chowk in Srinagar, Kashmir",Firearms,Automatic Weapon,Unknown,Unknown,"04/14/2001: Three unknown militants attacked an Indian security bunker at Lal Chowk in Srinagar, Kashmir. The attack killed four members of the Indian military.",,,,
2001,Belthu,India,24.7458,84.923213,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Indiscriminate civilians in Beltu, India",Firearms,Unknown Gun Type,Maoist Communist Center (MCC),Police reported that the immediate provocation for the attack was the formation of a village defense committee by the villagers to guard against frequent extortion by the Maoist Communist Center.,04/14/2001: Suspected Maoist Communist Center members killed 13 people in a raid on the eastern Beltu village of the Bihar state in India.,,,,
2001,Madhopur,India,26.084783,85.392405,Armed Assault,Private Citizens & Property,Named Civilian,Shiv Nath Sahni,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,"Although the specific motive was unknown, this incident was thought to be related to recent violence in the area meant to disrupt the ongoing polling process.","04/19/2001: Three bombs exploded, killing the three people carrying them through the village of Madhopur, Muzffarpur district, India.  One person was injured.  No group claimed responsibility for the incident, although this was thought to be continuing violence to disrupt the polling process in the area.",,,,
2001,East Godavari district,India,17.34134,82.017161,Armed Assault,Police,Police Security Forces/Officers,"Police forces in in Andhra Pradesh, India",Explosives/Bombs/Dynamite,Land Mine,People's War Group (PWG),Unknown,"04/20/2001: Four policemen were killed and two injured when Peopleﾒs War Group militants detonated a bomb in East Godavari, Andhra Pradesh, India.",,,,
2001,Unknown,India,33.778175,76.576171,Armed Assault,Private Citizens & Property,Political Party Member/Rally,Separatist members at the Hurryat Conference in Kashmir,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/23/2001: Three suspected Islamic militants attacked the Hurryat Conference (a conglomerate of 23 Kashmiri Muslim separatist groups) with hand grenades, as it sought to forge a response to India's latest offer of peace talks in Kashmir, India. Four separatists were injured in the attacks.",,,,
2001,Darbhanga district,India,26.111868,85.896004,Armed Assault,Government (General),Election-related,Nagma village's elections,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,"Although the specific motive was unknown, it was thought this attack was related to ongoing village elections.","04/23/2001: Explosions in the village of Nagma, Darbhanga district, India, killed two people and injured six more.  No group claimed responsibility for the attack.  It was thought that the attack might be related to ongoing elections in the area.",,,,
2001,Sitamarhi,India,26.590179,85.494267,Armed Assault,Government (General),Election-related,Sitamarhi district's center for polling,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,"Although the specific motive was unclear, it was thought that this attack was targeting ongoing elections in the area.","04/23/2001: An explosion in the vicinity of a polling center in Sitamarhi district, India, injured two people.  No group claimed responsibility for the attack.  It was thought that the explosion might be related to ongoing elections in the area.",,,,
2001,Sopore,India,34.286763,74.462401,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,"Indiscriminate soldiers at the Rashtriya Rifles camp outside of Sopore, Kashmir",Firearms,Unknown Gun Type,Unknown,Unknown,"04/24/2001: An Indian soldier was killed and three others wounded when unknown militants fired upon the Rashtriya Rifles camp outside of Sopore, Kashmir.",,,,
2001,Kantakobrapara,India,23.940848,91.988153,Armed Assault,Military,Paramilitary,"Tripura State Rifles in West Tripura, India",Firearms,Unknown Gun Type,National Liberation Front of Tripura (NLFT),Unknown,"04/26/2001: Militants from the National Liberation Front of Tripura (NLFT) gunned down nine people and injured three others in West Tripura, India.",,,,
2001,Bijbehara,India,33.792909,75.103907,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,"Indiscriminate shopper at the Goriwa Bazaar in Bijbehara, India",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/26/2001: Unknown militants launched a grenade into a crowd at the Goriwan Bazaar in Bijbehara, India. The attacks killed two and injured 22 individuals.",,,,
2001,Budgam District,India,34.021244,74.722282,Armed Assault,Police,Police Patrol (including vehicles and convoys),Central Police Reserve Force driving 18 miles from Srinagar city,Explosives/Bombs/Dynamite,Land Mine,Unknown,Unknown,"04/29/2001: A landmine 18 miles from Srinagar city in Budgam district, India, detonated when a vehicle from the Central Police Reserve Force (CRPF) drove over it. The attack killed five police officers and wounded five others.",,,,
2001,Muzaffarpur,India,26.120888,85.36472,Armed Assault,Religious Figures/Institutions,Place of Worship,"Cathedral in Muzaffarpur, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The intent of the attack was to intimidate the Christian presence in India.,"05/05/2001: Suspected Hindu extremists bombed a cathedral in Muzaffarpur in the Indian state of Bihar. No one was injured in the explosions, but considerable damage was done to the cathedral. The perpetrators were unknown.",,,,
